Business Name,Address,City,State,Number of Reviews,Site,Phone,Photo,pricing,wide_selection,sell_antiques,sell_books,clean_organized,sell_clothes,sell_furniture,sell_jewelry,sell_gift_items,sell_premium_brand,sell_merchandise,friendly_employees
Anchorage Remade,"13500 Old Seward Hwy, Anchorage, AK 99515",Anchorage,Alaska,151,http://www.anchorageremade.com/,+1 907-887-9760,https://lh5.googleusercontent.com/p/AF1QipPA8eU0HlmripcDW_syt1_lA4zFahko_3Jkl-Va=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Beacon Hill,"2807 Arctic Blvd, Anchorage, AK 99503",Anchorage,Alaska,42,http://beaconhillak.com/,+1 907-222-0925,https://lh5.googleusercontent.com/p/AF1QipMaJMpRB3oMy9WMzuIT7w_zODiF03SvHgIXPfRz=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Salvation Army Family Store & Donation Center,"35125 Kenai Spur Hwy, Soldotna, AK 99669",Soldotna,Alaska,57,https://satruck.org/,+1 907-260-5926,https://lh5.googleusercontent.com/p/AF1QipOv3dncK9y6TGtzobUjROVvqzY_ArRfDFzLdFbW=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Talkeetna Gear Shop,"14008 E Second St, Talkeetna, AK 99676",Talkeetna,Alaska,41,http://www.talkeetnagearshop.com/,+1 907-707-3618,https://lh5.googleusercontent.com/p/AF1QipMUYPc-TJUx-RneirxSsQhdACN3UdZlY9ZAb0U=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Zeroes Trading Of Alaska,"35324 Kenai Spur Hwy, Soldotna, AK 99669",Soldotna,Alaska,159,https://1263f0-3.myshopify.com/,+1 907-260-3029,https://lh5.googleusercontent.com/p/AF1QipMQPed7Be0jjPXxdBx7UIR-o3f_M3YvoZHHkpkQ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Whatnot Consignments,"17050 N Eagle River Loop Rd # 1, Eagle River, AK 99577",Eagle River,Alaska,29,http://whatnot-consignments.keeq.io/,+1 907-694-0722,https://lh5.googleusercontent.com/p/AF1QipO8aNPqe4FQVCr_5GRgG1x8KXrRGLXqrs30RP4g=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Ozarks,"4131 Old Seward Hwy, Anchorage, AK 99503",Anchorage,Alaska,114,No data available,+1 907-563-0900,https://lh5.googleusercontent.com/p/AF1QipOuNB-N4mdVub8FXt5YAEtPJSfN1CCWy0s3sG9H=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Asymca Bargain Shop Fort Wainwright,"1031 102nd St, Fort Wainwright, AK 99703",Fort Wainwright,Alaska,41,https://alaska.asymca.org/bargain-shops/,+1 907-356-1211,https://lh5.googleusercontent.com/p/AF1QipP_3dYx_pJedjue9S5cdgkWAAPDBb6wlERpvhzc=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Curtain Call Consignment Boutique,"Frontage Rd & S Willow St, Kenai, AK 99611",Kenai,Alaska,25,https://m.facebook.com/curtaincallconsignmentboutique/,+1 907-335-1800,https://lh5.googleusercontent.com/p/AF1QipOHV1wDlpXJ0Hjl9Qe1VJsAwSrGEprL4HMJL7FR=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Zeroes Trading Of Alaska,"35324 Kenai Spur Hwy, Soldotna, AK 99669",Soldotna,Alaska,159,https://1263f0-3.myshopify.com/,+1 907-260-3029,https://lh5.googleusercontent.com/p/AF1QipMQPed7Be0jjPXxdBx7UIR-o3f_M3YvoZHHkpkQ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Beacon Hill,"2807 Arctic Blvd, Anchorage, AK 99503",Anchorage,Alaska,42,http://beaconhillak.com/,+1 907-222-0925,https://lh5.googleusercontent.com/p/AF1QipMaJMpRB3oMy9WMzuIT7w_zODiF03SvHgIXPfRz=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Asymca Bargain Shop Jber-Elmendorf,"8515 Saville Ave, Anchorage, AK 99506",Anchorage,Alaska,33,https://alaska.asymca.org/bargain-shops/,+1 907-753-6134,https://lh5.googleusercontent.com/p/AF1QipNmtWgmsR31JqkoswcKWlfDAlnqWp5cNWiBiCB_=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tongass Threads Consignment,"236 Lincoln St Suite 100-103, Sitka, AK 99835",Sitka,Alaska,62,No data available,+1 907-747-2792,https://lh5.googleusercontent.com/p/AF1QipPOuAJyC1NQnxLhIFDQvpT9My43Xjr-KVdjv8E=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Asymca Bargain Shop Fort Wainwright,"1031 102nd St, Fort Wainwright, AK 99703",Fort Wainwright,Alaska,41,https://alaska.asymca.org/bargain-shops/,+1 907-356-1211,https://lh5.googleusercontent.com/p/AF1QipP_3dYx_pJedjue9S5cdgkWAAPDBb6wlERpvhzc=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Vintage Junky,"29 College Rd Suite #13, Fairbanks, AK 99701",Fairbanks,Alaska,34,No data available,+1 907-651-8636,https://lh5.googleusercontent.com/p/AF1QipP7pVoxyWZ0QGpq0FGtdfbVfSnKq6KE9WlEZpLv=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Jj Used Furniture,"1515 E Tudor Rd # 11, Anchorage, AK 99507",Anchorage,Alaska,120,https://www.facebook.com/pages/JJ-Used-Furniture/482149548500036,+1 907-717-7830,https://lh5.googleusercontent.com/p/AF1QipNq165GgWVvfa9zmuynhoTTZqRkM9Lcte60gI6N=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Rage City Vintage,"3400 Spenard Rd Suite 104, Anchorage, AK 99503",Anchorage,Alaska,32,https://ragecityvintage.com/pages/links,+1 907-444-1556,https://lh5.googleusercontent.com/p/AF1QipOzBDjC3cWuhFLawBkxHVdsUfwK_87f0C8Tekjs=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Plato's Closet,"1201 W Northern Lights Blvd, Anchorage, AK 99503",Anchorage,Alaska,327,http://www.platosclosetanchorage.com/,+1 907-770-7288,https://lh5.googleusercontent.com/p/AF1QipOKudKoZ7-r_AYmOOJZo_LR8IjugU2Ps5UpmEXB=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Lazy Dog Antiques & Collectibles,"1340 Rudakof Cir, Anchorage, AK 99508",Anchorage,Alaska,169,No data available,+1 907-276-8551,https://lh5.googleusercontent.com/p/AF1QipNvZLVvm0StbWnGZRnDNFnc1GMtHTDAXUNolZJf=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
The Salvation Army Family Store & Donation Center,"11824 Kenai Spur Hwy, Kenai, AK 99611",Kenai,Alaska,38,https://satruck.org/,+1 907-283-4536,https://lh5.googleusercontent.com/p/AF1QipPILmdeEicGhGL4Oupg7wgCFKunCGeV13ek4GG9=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Retail Store And Donation Center,"3838 Old Seward Hwy, Anchorage, AK 99503",Anchorage,Alaska,326,http://www.goodwill-alaska.org/,+1 907-561-1155,https://lh5.googleusercontent.com/p/AF1QipNeOQUXzKVaPvApy4iQTinVHNFfGf4aSF7VsKk=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Habitat For Humanity Restore,"1200 W Northern Lights Blvd, Anchorage, AK 99503",Anchorage,Alaska,113,http://www.habitatanchorage.org/restore/,+1 907-743-8060,https://lh5.googleusercontent.com/p/AF1QipPzSGf0Xj1o2HcmpP8FVg36SOvIOeHZPaiv9hLM=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Cactus Corner Shopping Center,"5036 W Cactus Rd, Glendale, AZ 85304",Glendale,Arizona,1558,No data available,0,https://lh5.googleusercontent.com/p/AF1QipP6SMYtJUvFXUtPWUOgzExmntv-BHTGoJHmX60=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Top Of The World Trading Post Disabled Veterans Store,"53400 US-60, Miami, AZ 85539",Miami,Arizona,57,No data available,+1 520-483-6602,https://lh5.googleusercontent.com/p/AF1QipO61DQwIKMs6W4IE9o4nxk06Ey7PlPRjhjNHMkJ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Graham County Rehabilitation Center (Gcrc) Thrift Store,"502 W Main St, Safford, AZ 85546",Safford,Arizona,69,http://www.gcrcsafford.org/index.shtml,+1 928-428-7968,https://lh5.googleusercontent.com/p/AF1QipPtbwZ3wcR38kW4bqD-MuWfK_0QdeMqUjkpt6y0=w800-h500-k-no,Low,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Amore Pin Up Boutique,"140 Main St, Jerome, AZ 86331",Jerome,Arizona,51,No data available,+1 928-554-3477,https://lh5.googleusercontent.com/p/AF1QipMXRdYERBLoSqalHDJGEnKlJs3m_kjLYmXlIMo=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Trinkets & Treasures,"512 W Main St, Payson, AZ 85541",Payson,Arizona,45,https://www.paysonseniorcenter.org/trinkets--treasures.html,+1 928-474-3205,https://lh5.googleusercontent.com/p/AF1QipPowUwhhw_eAWHKX64VzLdupWQJpt7t807QjCsM=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Country Store,"46125 US-60, Salome, AZ 85348",Salome,Arizona,83,No data available,0,https://lh5.googleusercontent.com/p/AF1QipMvI1y8QnaYVJ6sBCnjwbIV4py8ke-YMxe7inRf=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Community Closet (In Tmm's Restore),"2958 E 22nd St, Tucson, AZ 85713",Tucson,Arizona,26,https://tmmfs.org/community-closet/,+1 520-326-1932,https://lh5.googleusercontent.com/p/AF1QipNNq1EstZRmmr3t5cUEp2c5DAyjsn0nBGl9D4Nj=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Cheekie Boutique,"630 W Catalina Dr, Yuma, AZ 85364",Yuma,Arizona,29,https://cheekieboutique.com/,+1 928-317-0061,https://lh5.googleusercontent.com/p/AF1QipOChMqft7WThpL_F8n_mpzcQK2CSKvCfePJR7PI=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Sunshine Acres Boutique & Thrift Store,"3465 N Higley Rd, Mesa, AZ 85215",Mesa,Arizona,587,https://sunshineacresstores.org/,+1 480-981-4114,https://lh5.googleusercontent.com/p/AF1QipO_z46Js27eWEMOAWu5L3nSwLfVwFzfqE5AOXq6=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
The Barn Bros - Flagstaff Estate Sales And Liquidation,"2160 E Rte 66, Flagstaff, AZ 86004",Flagstaff,Arizona,52,https://www.thebarnbros.com/,+1 928-421-1095,https://lh5.googleusercontent.com/p/AF1QipM1RMsIqvah_ZW7oDYkCv9d8wCfk0Ru1So3SRAT=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
San Luis - Goodwill - Retail Store And Donation Center,"582 Piceno Dr, San Luis, AZ 85349",San Luis,Arizona,144,https://www.goodwillaz.org/location/san-luis/?utm_source=local,+1 928-343-7628,https://lh5.googleusercontent.com/p/AF1QipNjFEXEg8VvqEEVKr5Nz2RkmcGdAlAO4tebPzYv=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Kealyn's Kloset,"140 Coffee Pot Dr, Sedona, AZ 86336",Sedona,Arizona,37,https://kealynsklosetsedona.com/,+1 928-282-6700,https://lh5.googleusercontent.com/p/AF1QipPMdTKvy4Ce4hxG8vdWJ1EREsTonGiiIIxCftzZ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Happy Hippie,"515 W Main St, Safford, AZ 85546",Safford,Arizona,150,No data available,+1 928-965-5673,https://lh5.googleusercontent.com/p/AF1QipNzF8ajf2hqAYQu_0GKC6uvrpvHyRmu_hhXPEBm=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Salome Market,"67230 US-60, Salome, AZ 85348",Salome,Arizona,33,No data available,+1 928-859-3445,https://lh5.googleusercontent.com/p/AF1QipNQW2YUh1VZqp8elkdAOuYwSbBOWG8T1YBdvec5=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Noah Foundation,"603 S Granite St, Prescott, AZ 86303",Prescott,Arizona,77,http://noah-foundation.poi.place/,+1 928-708-0545,https://lh5.googleusercontent.com/p/AF1QipNTdi6X5MiIlkw3jui22OCJM9vpkbMTDPOi9Ruy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sierra Auction Tucson,"3911 N Hwy Dr, Tucson, AZ 85705",Tucson,Arizona,132,http://www.sierraauction.com/,+1 602-242-7121,https://lh5.googleusercontent.com/p/AF1QipO4-NcZ9jr07L4_vYHTGcfAvHW2_WyDdY1KEgVw=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Relics Antiques At Antique Gatherings,"10615 N 32nd St, Phoenix, AZ 85028",Phoenix,Arizona,30,http://relicsaz.com/,+1 602-265-7354,https://lh5.googleusercontent.com/p/AF1QipNBI2WJ2m5hhJuqJrcRswR_Ir3fx0qA2j3EjVuk=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Hospice Of Yuma Thrift Shop,"1808 S 8th Ave, Yuma, AZ 85364",Yuma,Arizona,95,https://www.hospiceofyuma.com/thrift-store,+1 928-782-9593,https://lh5.googleusercontent.com/p/AF1QipMPLdtYekE1sWCt7oVmU_BKN4P9n3wpOgJ_wRGv=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Barry's Bargain Thrift Store.,"6838 E Main St, Mesa, AZ 85207",Mesa,Arizona,61,No data available,+1 480-840-9351,https://lh5.googleusercontent.com/p/AF1QipPSKOUvmrKzfSmUXcj49UALxZlqHvXahImu0W8=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
360 Thrift,"1244 S Gilbert Rd, Mesa, AZ 85204",Mesa,Arizona,294,http://360thriftstores.com/,+1 602-429-3898,https://lh5.googleusercontent.com/p/AF1QipMI8cx1vFRfdljXOda4f8rMi3jmr2KXqJowPafl=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
3 Nation's Market & Swap Meet,"40 W Brisa St, Ajo, AZ 85321",Ajo,Arizona,27,No data available,0,https://lh5.googleusercontent.com/p/AF1QipM_YgRFfVCNG2DEM9ABksKFfFVi7ig7syGJl6zo=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Scandinavian Designs Furniture,"12801 N Tatum Blvd, Phoenix, AZ 85032",Phoenix,Arizona,291,https://scandinaviandesigns.com/,+1 602-344-9787,https://lh5.googleusercontent.com/p/AF1QipOUWHvlp7rfr-QxrBCpBf6xrJJkQoReaRzRAXoP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Screws And Sparkles,"343 Monroe Ave, Buckeye, AZ 85326",Buckeye,Arizona,297,https://www.screwsandsparkles.com/,0,https://lh5.googleusercontent.com/p/AF1QipOM67ow6-ZgyAKQZCRwN_HhEJJQLhwouj_kf6i8=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Habitat For Humanity,"370 W Center St, Wickenburg, AZ 85390",Wickenburg,Arizona,43,https://www.habitat.org/us/city/wickenburg-area-hfh,+1 928-684-2220,https://lh5.googleusercontent.com/p/AF1QipM63KzhxbeqcHveWxC6sHxaCMLhlljropFoKDAk=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Fancy That,"124 S Granite St, Prescott, AZ 86303",Prescott,Arizona,85,http://fancythatprescott.com/,+1 928-445-1883,https://lh5.googleusercontent.com/p/AF1QipP7AzV0AfiywE_guJVlBXKMclygl9oQAHtpwjgJ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Outlets R' Us,"4326 W Thomas Rd, Phoenix, AZ 85031",Phoenix,Arizona,25,No data available,+1 714-951-4928,https://lh5.googleusercontent.com/p/AF1QipPEdJZzrNZj0CBDXVG17yrPVzRXcPmJhTWyH-w5=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Rue21,"13375 W Grand Ave Suite B101 & B102, Surprise, AZ 85374",Surprise,Arizona,100,https://stores.rue21.com/az/surprise/13375-w-grande-ave.html/?utm_source=gmb,+1 623-584-2639,https://lh5.googleusercontent.com/p/AF1QipPHfIdatZuGJyaoBWnf29Ptc4mZkhvECSULfsYs=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Thrift Store Animal Relief Fund Inc Thrift Store,"9211 Riverside Dr, Parker, AZ 85344",Parker,Arizona,25,https://www.facebook.com/Animal-Relief-Fund-inc-373243786186042/,0,https://lh5.googleusercontent.com/p/AF1QipO50h8_w9Ksn_0Pu1_h-DtBG1c2eD-pRojpEVVu=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Val Vista & Warner Goodwill Retail Store And Donation Center,"1455 E Warner Rd, Gilbert, AZ 85296",Gilbert,Arizona,93,https://www.goodwillaz.org/location/val-vista-warner/?utm_source=local,+1 480-398-7655,https://lh5.googleusercontent.com/p/AF1QipMZc8n7uySURONgWxdqHnuu2Za1yLLafmO7I0Eo=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
White Dove Thrift Shoppe,"8461 E McDonald Dr, Scottsdale, AZ 85250",Scottsdale,Arizona,205,http://www.whitedovethrift.org/,+1 480-609-1190,https://lh5.googleusercontent.com/p/AF1QipNnxPSZtEgDzh6cDE_CPP1Ai2cxFKdHbUn2FVEp=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Honey Shack,"141 E 5th Ave, Eagar, AZ 85925",Eagar,Arizona,25,No data available,+1 928-245-4662,https://lh5.googleusercontent.com/p/AF1QipPQf_7CU397AbjTVkgcNsbJLr-n5ht2aileYl0b=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Humane Society Of Yuma Thrift Store,"136 W 32nd St, Yuma, AZ 85364",Yuma,Arizona,51,http://www.hsoyuma.com/thrift-store.html,+1 928-783-0408,https://lh5.googleusercontent.com/p/AF1QipMgFNeFqYKyfOPpXM7p7Exyiy70E8iMRELMqsL1=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Coast-To-Coast Liquidators,"9015 N 43rd Ave, Phoenix, AZ 85051",Phoenix,Arizona,231,http://coastliquidation.com/,+1 602-824-8741,https://lh5.googleusercontent.com/p/AF1QipPwKnrQzG1WtQgp6TTvxZvsk_LEpv-glgUNpDqz=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Three Sisters Consignment,"4077 AZ-89, Prescott, AZ 86301",Prescott,Arizona,110,http://www.threesistersconsignment.com/,+1 928-777-0107,https://lh5.googleusercontent.com/p/AF1QipNCfWRiiusWQeDAJAwdzgbboMJYL1--pom15eFf=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tom's Fine Furniture & Collectables Store #1,"5454 E Pima St, Tucson, AZ 85712",Tucson,Arizona,202,https://tomsfurnituretucson.com/,+1 520-795-5210,https://lh5.googleusercontent.com/p/AF1QipOrxbkymSTZdq4qpO9PzLXXpGAp57sx03VIzVxP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Crossroads Mission Thrift Store,"550 W 8th St, Yuma, AZ 85364",Yuma,Arizona,120,http://www.crossroadsmission.org/,+1 928-726-0491,https://lh5.googleusercontent.com/p/AF1QipOKjXsNYdedtPhkPi_oL3qM3tE4Mv9e1Fs4HLd9=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Shabby Ranch Boutique,"292 E 4th St, Benson, AZ 85602",Benson,Arizona,34,http://shabbyranchboutique.com/,0,https://lh5.googleusercontent.com/p/AF1QipPb2Gjd8YkEd4U1by7Q9oZkFqXYNQQx9UoH3-Of=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Nick's Furniture,"8778 W Cholla St, Peoria, AZ 85345",Peoria,Arizona,81,http://www.nicksfurniture.com/,+1 602-253-0035,https://lh5.googleusercontent.com/p/AF1QipO_dErs6l9Uczvr8LV-9u7My08c--E4wyZ2LxIL=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Office Furniture Now,"3740 W Van Buren St #104, Phoenix, AZ 85009",Phoenix,Arizona,56,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Don8It,"5307 AZ-90, Sierra Vista, AZ 85635",Sierra Vista,Arizona,101,https://don8it.com/,+1 520-459-9954,https://lh5.googleusercontent.com/p/AF1QipOjidv-FDs8gY2a-xt8_T9-4xKedtfxl586Jc9N=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Spur Western Wear,"414 E Allen St, Tombstone, AZ 85638",Tombstone,Arizona,29,http://www.spurwesternwear.com/,+1 520-457-9000,https://lh5.googleusercontent.com/p/AF1QipP_iDSJIt6r_RP8dlhY4au-gkqIILhTBu7-uKaq=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Common Hype,"3222 S Mill Ave, Tempe, AZ 85282",Tempe,Arizona,667,https://commonhype.com/,0,https://lh5.googleusercontent.com/p/AF1QipNTW6ykmZ4FEXqlRZJxhjrIMsbLw7wBOtEZRyL0=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
American Furniture Warehouse,"5801 N 99th Ave, Glendale, AZ 85305",Glendale,Arizona,19062,https://www.afw.com/stores/az/glendale?utm_campaign=googlelocal,+1 602-422-8800,https://lh5.googleusercontent.com/p/AF1QipNYL5iLSeLVOZIQf2vNEmnSe1YEfiz6O1rmydjc=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Bronco Trading,"410 E Allen St, Tombstone, AZ 85638",Tombstone,Arizona,29,http://broncotrading.co/,+1 520-457-9220,https://lh5.googleusercontent.com/p/AF1QipP-LFPJkvXKhDcKMiZC24uic8WtFbKbM9LU2b5F=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Habitat For Humanity Restore - Peoria,"9133 Grand Ave, Peoria, AZ 85345",Peoria,Arizona,602,https://habitatcaz.org/restores/?utm_source=local,+1 623-551-6000,https://lh5.googleusercontent.com/p/AF1QipM3Kub6VP5iwStLqMHnMM2aAINJsXS0-DjVuV57=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Humane Society Resale Store & Vintage Boutique,"510 W Main St, Payson, AZ 85541",Payson,Arizona,173,http://www.humanesocietycentralaz.org/,+1 928-468-6419,https://lh5.googleusercontent.com/p/AF1QipOhNasHRWUC1YDdKxQJbARrCrkxQ4ux-HM6t4O5=w800-h500-k-no,High,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Host Thrift Store,"1846 AZ-260, Heber, AZ 85928",Heber,Arizona,30,No data available,+1 928-535-3091,https://lh5.googleusercontent.com/p/AF1QipOvioqOKc0RzDRkGSSRwKUrQ3_k1p-P8q5x7rvv=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tmm's Restore,"2958 E 22nd St, Tucson, AZ 85713",Tucson,Arizona,150,https://tmmfs.org/restore/,+1 520-326-1936,https://lh5.googleusercontent.com/p/AF1QipMB-TUi_5uJuiv7sFfEevuYoKWJ7mA5kx8Jp9Wp=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Meat Market Vintage Goods,"158 W Main St, Mesa, AZ 85201",Mesa,Arizona,69,http://instagram.com/meatmarket.vtg,+1 480-703-9522,https://lh5.googleusercontent.com/p/AF1QipPuevcXTW5Jv4Kem3K3qVcge0vye0o-erCCsOo=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Echo Consignment Boutique,"518 Main St Ste B, Taylor, AZ 85939",Taylor,Arizona,35,http://echoboutique.net/,+1 928-241-2731,https://lh5.googleusercontent.com/p/AF1QipMxQo2c2RbqpE5ZL0KgIMkHpvpbXm8nmjzDnL48=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Carrie Scott's Antiques,"2501 S Bay St, Pine Bluff, AR 71603",Pine Bluff,Arkansas,76,No data available,+1 870-879-9980,https://lh5.googleusercontent.com/p/AF1QipMDFZhq-58JowSdTHzHOpmB2nCw6Vc1X-fxdj9a=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
The Boho Boutique,"110 W Meadow St, Fayetteville, AR 72701",Fayetteville,Arkansas,55,http://www.shopthebohoboutique.com/,+1 479-422-6991,https://lh5.googleusercontent.com/p/AF1QipMzxeU3G6ucKBnpwSc70-HnqfcJ1yQEgppr-cH0=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Helping Hands Inc. Thrift Store,"2602 SW D St, Bentonville, AR 72712",Bentonville,Arkansas,1038,http://www.helpinghandsnwa.org/,+1 479-273-2511,https://lh5.googleusercontent.com/p/AF1QipP1g3XUtq6-MtyFDvQ8woutIXOtINI572H49bxM=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Consignment Bar By Barbara's Resale,"105 S Market St, Benton, AR 72015",Benton,Arkansas,56,http://theconsignmentbar.com/,+1 501-776-0208,https://lh5.googleusercontent.com/p/AF1QipNw9xm_0KzfvC_E8eXN-jbdwQgXSAmOA9AV3oPo=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Copper Crown,"111 N 2nd St, Rogers, AR 72756",Rogers,Arkansas,70,https://thecoppercrownnwa.com/,+1 479-799-7315,https://lh5.googleusercontent.com/p/AF1QipPNPqMbfGKicKKEj0gp7ISh817txxhl5BA3vs01=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
